title,release_year,country,duration,language,certification,gross,budget
Frozen River,2008,USA,97,English,R,2508841,1000000
Fuel,2008,USA,112,English,Not Rated,173783,2500000
Gangster's Paradise: Jerusalema,2008,South Africa,119,English,R,4958,2000000
Get Smart,2008,USA,110,English,PG-13,130313314,80000000
Ghost Town,2008,USA,102,English,PG-13,13214030,20000000
Good,2008,UK,92,English,R,23091,15000000
Good Dick,2008,USA,86,English,R,15542,
Gran Torino,2008,USA,116,English,R,148085755,33000000
Hamlet 2,2008,USA,92,English,R,4881867,9000000
Hancock,2008,USA,102,English,PG-13,227946274,150000000
Harold & Kumar Escape from Guantanamo Bay,2008,USA,102,English,R,38087366,12000000
Harrison Montgomery,2008,USA,95,English,,,850000
Hellboy II: The Golden Army,2008,USA,120,English,PG-13,75754670,85000000
High School Musical 3: Senior Year,2008,USA,112,English,G,90556401,11000000
How to Lose Friends & Alienate People,2008,UK,110,English,R,2775593,27000000
Impact Point,2008,USA,90,English,R,,2200000
In Bruges,2008,UK,107,English,R,7757130,15000000
Indiana Jones and the Kingdom of the Crystal Skull,2008,USA,122,English,PG-13,317011114,185000000
Inkheart,2008,Germany,106,English,PG,17281832,60000000
Iron Man,2008,USA,126,English,PG-13,318298180,140000000
Journey to Saturn,2008,Denmark,90,Danish,Not Rated,,
Journey to the Center of the Earth,2008,USA,93,English,PG,101702060,45000000
Jumper,2008,USA,88,English,PG-13,80170146,85000000
Kit Kittredge: An American Girl,2008,USA,101,English,G,17655201,10000000
Kung Fu Panda,2008,USA,92,English,PG,215395021,130000000
Lake Mungo,2008,Australia,89,English,R,,1400000
Lakeview Terrace,2008,USA,110,English,PG-13,39263506,22000000
Leatherheads,2008,USA,114,English,PG-13,31199215,58000000
"Lovely, Still",2008,USA,90,English,PG,124720,5000000
Mad Money,2008,USA,104,English,PG-13,20668843,22000000
Madagascar: Escape 2 Africa,2008,USA,89,English,PG,179982968,150000000
Made of Honor,2008,USA,101,English,PG-13,46012734,40000000
Mamma Mia!,2008,USA,108,English,PG-13,143704210,52000000
Man on Wire,2008,UK,90,English,PG-13,2957978,1000000
Marley & Me,2008,USA,115,English,PG,143151473,60000000
Max Payne,2008,Canada,103,English,PG-13,40687294,35000000
Me and Orson Welles,2008,UK,107,English,PG-13,1186957,25000000
Meet Dave,2008,USA,90,English,PG,11802056,60000000
Meet the Spartans,2008,USA,86,English,PG-13,38232624,30000000
Milk,2008,USA,128,English,R,31838002,20000000
Miracle at St. Anna,2008,USA,160,English,R,7916887,45000000
Mirrors,2008,USA,112,English,R,30691439,35000000
My Best Friend's Girl,2008,USA,112,English,R,19151864,40000000
Never Back Down,2008,USA,110,English,PG-13,24848292,20000000
Nick and Norah's Infinite Playlist,2008,USA,90,English,PG-13,31487293,9000000
Nim's Island,2008,USA,96,English,PG,48006503,37000000
No Man's Land: The Rise of Reeker,2008,USA,88,English,R,,2000000
One Missed Call,2008,Japan,87,English,PG-13,26876529,27000000
Ong-bak 2,2008,Thailand,110,Thai,R,102055,300000000
Over Her Dead Body,2008,USA,95,English,PG-13,7563670,10000000
Passchendaele,2008,Canada,114,English,R,,20000000
Pathology,2008,USA,95,English,R,108662,8000000
Pineapple Express,2008,USA,117,English,R,87341380,27000000
Pontypool,2008,Canada,95,English,Not Rated,3478,1500000
Ponyo,2008,Japan,101,Japanese,G,15081783,34000000
Pride and Glory,2008,USA,130,English,R,15709385,30000000
Prom Night,2008,USA,89,English,PG-13,43818159,20000000
Punisher: War Zone,2008,USA,103,English,R,7948159,35000000
Quantum of Solace,2008,UK,106,English,PG-13,168368427,200000000
Quarantine,2008,USA,89,English,R,31691811,12000000
Rachel Getting Married,2008,USA,113,English,R,12796277,
Red Cliff,2008,China,150,Mandarin,R,626809,553632000
Redbelt,2008,USA,99,English,R,2344847,7000000
Religulous,2008,USA,101,English,R,12995673,2500000
Repo! The Genetic Opera,2008,USA,150,English,R,140244,8500000
Revolutionary Road,2008,USA,119,English,R,22877808,35000000
Righteous Kill,2008,USA,101,English,R,40076438,60000000
Roadside Romeo,2008,India,93,Hindi,PG,55202,
RocknRolla,2008,UK,114,English,R,5694401,18000000
Role Models,2008,Germany,101,English,R,67266300,28000000
Saw V,2008,USA,95,English,R,56729973,10800000
Semi-Pro,2008,USA,99,English,R,33472850,55000000
Seven Pounds,2008,USA,123,English,PG-13,69951824,55000000
Sex Drive,2008,USA,129,English,R,8396942,19000000
Shine a Light,2008,USA,122,English,PG-13,5355376,
Shutter,2008,USA,90,English,PG-13,25926543,8000000
Sleep Dealer,2008,USA,90,Spanish,PG-13,75727,2500000
Slumdog Millionaire,2008,UK,120,English,R,141319195,15000000
Soul Men,2008,USA,100,English,R,12081447,
Space Chimps,2008,USA,81,English,G,30105968,37000000
Speed Racer,2008,USA,135,English,PG,43929341,120000000
Standard Operating Procedure,2008,USA,118,English,R,228830,
Stargate: The Ark of Truth,2008,USA,97,English,,,
Step Brothers,2008,USA,106,English,R,100468793,65000000
Step Up 2: The Streets,2008,USA,98,English,PG-13,58006147,23000000
Stop-Loss,2008,USA,112,English,R,10911750,25000000
Strange Wilderness,2008,USA,87,English,R,6563357,20000000
Street Kings,2008,USA,109,English,R,26415649,20000000
Sunday School Musical,2008,USA,93,English,G,,
Sunshine Cleaning,2008,USA,91,English,R,12055108,8000000
Superhero Movie,2008,USA,82,English,PG-13,25871834,35000000
"Surfer, Dude",2008,USA,85,English,R,36497,6000000
Swing Vote,2008,USA,120,English,PG-13,16284360,21000000
"Synecdoche, New York",2008,USA,124,English,R,3081925,21000000
Taken,2008,France,93,English,PG-13,145000989,25000000
The Baader Meinhof Complex,2008,Germany,184,German,R,476270,20000000
The Bank Job,2008,UK,111,English,R,30028592,20000000
The Betrayed,2008,USA,98,English,,,3500000
The Boy in the Striped Pajamas,2008,UK,94,English,PG-13,9030581,12500000
The Brothers Bloom,2008,USA,114,English,PG-13,3519627,20000000
The Children of Huang Shi,2008,Australia,125,English,R,1027749,40000000
The Chronicles of Narnia: Prince Caspian,2008,USA,150,English,PG,141614023,225000000
The Class,2008,France,128,French,PG-13,3766595,
The Cottage,2008,UK,92,English,Unrated,,2500000
The Curious Case of Benjamin Button,2008,USA,166,English,PG-13,127490802,150000000
The Dark Knight,2008,USA,152,English,PG-13,533316061,185000000
The Day the Earth Stood Still,2008,USA,104,English,PG-13,79363785,80000000
The Day the Earth Stood Still,2008,USA,104,English,PG-13,79363785,80000000
The Duchess,2008,UK,110,English,PG-13,13823741,13500000
The Express,2008,USA,130,English,PG,9589875,40000000
The Eye,2008,USA,92,English,PG-13,31397498,12000000
The Forbidden Kingdom,2008,USA,104,English,PG-13,25040293,55000000
"The Good, the Bad, the Weird",2008,South Korea,135,Korean,R,128486,10000000
The Happening,2008,USA,91,English,R,64505912,48000000
The Haunting of Molly Hartley,2008,USA,82,English,PG-13,13350177,5000000
The House Bunny,2008,USA,97,English,PG-13,48237389,25000000
The Hurt Locker,2008,USA,131,English,R,15700000,15000000
The Incredible Hulk,2008,USA,135,English,PG-13,134518390,150000000
The Informers,2008,Germany,98,English,R,,18000000
The Longshots,2008,USA,94,English,PG,11508423,23000000
The Love Guru,2008,USA,87,English,PG-13,32178777,62000000
The Lucky Ones,2008,USA,115,English,R,183088,15000000
The Midnight Meat Train,2008,USA,103,English,R,73548,15000000
The Mummy: Tomb of the Dragon Emperor,2008,USA,112,English,PG-13,102176165,145000000
The Other Boleyn Girl,2008,UK,115,English,PG-13,26814957,35000000
The Other End of the Line,2008,UK,106,English,PG-13,115504,14000000
The Oxford Murders,2008,Spain,104,English,R,3607,10000000
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,USA,85,English,G,12701880,15000000
The Poker House,2008,USA,93,English,R,,
The Reader,2008,USA,124,English,R,34180954,32000000
The Rocker,2008,USA,102,English,PG-13,6409206,15000000
The Ruins,2008,USA,93,English,R,17427926,8000000
The Secret Life of Bees,2008,USA,110,English,PG-13,37766350,11000000
The Sisterhood of the Traveling Pants 2,2008,USA,119,English,PG-13,44087387,
The Spiderwick Chronicles,2008,USA,107,English,PG,71148699,90000000
The Spirit,2008,USA,103,English,PG-13,19781879,60000000
The Tale of Despereaux,2008,UK,93,English,G,50818750,60000000
The Wackness,2008,USA,99,English,R,2077046,6000000
The Wave,2008,Germany,107,German,,,5000000
The Women,2008,USA,114,English,PG-13,26896744,16500000
The Wrestler,2008,USA,109,English,R,26236603,6000000
The X Files: I Want to Believe,2008,USA,108,English,PG-13,20981633,30000000
The Yellow Handkerchief,2008,USA,102,English,PG-13,317040,15500000
Three Kingdoms: Resurrection of the Dragon,2008,China,102,Mandarin,R,,25000000
Train,2008,USA,94,English,R,,
Transsiberian,2008,Spain,111,English,R,2203641,15000000
Tropic Thunder,2008,USA,121,English,R,110416702,92000000
Trucker,2008,USA,90,English,R,52166,2000000
Twilight,2008,USA,122,English,PG-13,191449475,37000000
Twilight,2008,USA,122,English,PG-13,191449475,37000000
Two Lovers,2008,USA,110,English,R,3148482,12000000
Untraceable,2008,USA,101,English,R,28687835,35000000
Valkyrie,2008,USA,121,English,PG-13,83077470,75000000
Vantage Point,2008,USA,90,English,PG-13,72266306,40000000
Vicky Cristina Barcelona,2008,Spain,96,English,PG-13,23213577,15500000
W.,2008,USA,129,English,PG-13,25517500,25100000
WALLÂ·E,2008,USA,98,English,G,223806889,180000000
Waltz with Bashir,2008,Israel,90,Hebrew,R,2283276,1500000
Wanted,2008,USA,110,English,R,134568845,75000000
"War, Inc.",2008,USA,107,English,R,578527,10000000
"Welcome Home, Roscoe Jenkins",2008,USA,114,English,PG-13,42168445,35000000
Welcome to the Sticks,2008,France,106,French,,,11000000
Wendy and Lucy,2008,USA,80,English,R,856942,200000
What Happens in Vegas,2008,USA,101,English,PG-13,80276912,35000000
What Just Happened,2008,USA,104,English,R,1089365,25000000
Winter in Wartime,2008,Netherlands,103,Dutch,R,542860,4000000
Witless Protection,2008,USA,97,English,PG-13,4131640,7500000
Yes Man,2008,USA,104,English,PG-13,97680195,70000000
Yesterday Was a Lie,2008,USA,89,English,PG,,2500000
You Don't Mess with the Zohan,2008,USA,113,English,PG-13,100018837,90000000
Zack and Miri Make a Porno,2008,USA,101,English,R,31452765,24000000
[Rec] 2,2009,Spain,85,Spanish,R,27024,5600000
12 Rounds,2009,USA,108,English,PG-13,12232937,22000000
16 to Life,2009,USA,89,English,,,1000000
17 Again,2009,USA,102,English,PG-13,64149837,20000000
2:13,2009,USA,96,English,,,3500000
2012,2009,USA,158,English,PG-13,166112167,200000000
500 Days of Summer,2009,USA,95,English,PG-13,32391374,7500000
9,2009,USA,79,English,PG-13,31743332,30000000
A Christmas Carol,2009,USA,96,English,PG,137850096,200000000
A Perfect Getaway,2009,USA,108,English,R,15483540,14000000
A Serious Man,2009,USA,106,English,R,9190525,7000000
A Shine of Rainbows,2009,Canada,101,English,PG,,6000000
A Single Man,2009,USA,99,English,R,9166863,7000000
"A Woman, a Gun and a Noodle Shop",2009,China,95,Mandarin,R,190666,
"A Woman, a Gun and a Noodle Shop",2009,China,95,Mandarin,R,190666,
Adam,2009,USA,99,English,PG-13,2277396,
Adventureland,2009,USA,107,English,R,16025394,
After.Life,2009,USA,104,English,R,108229,4500000
Agora,2009,Spain,141,English,R,617840,70000000
Ajami,2009,Germany,124,Arabic,,621240,
Aliens in the Attic,2009,USA,86,English,PG,25200412,45000000
All About Steve,2009,USA,99,English,PG-13,33860010,15000000
Alvin and the Chipmunks: The Squeakquel,2009,USA,88,English,PG,219613391,75000000
An Education,2009,UK,100,English,PG-13,12574715,4500000
Angels & Demons,2009,USA,146,English,PG-13,133375846,150000000
Armored,2009,USA,88,English,PG-13,15988876,27000000
Astro Boy,2009,Hong Kong,94,English,PG,19548064,65000000
Avatar,2009,USA,178,English,PG-13,760505847,237000000
Away We Go,2009,USA,98,English,R,9430988,17000000
B-Girl,2009,USA,88,English,PG-13,,
Bad Lieutenant: Port of Call New Orleans,2009,USA,122,English,R,1697956,20000000
Bandslam,2009,USA,111,English,PG,5205343,20000000
Black Water Transit,2009,USA,,English,,,23000000
Bled,2009,USA,95,English,R,,750000
Bodyguards and Assassins,2009,China,139,Mandarin,,,23000000
Bran Nue Dae,2009,Australia,88,English,PG-13,110029,6500000
Breaking Upwards,2009,USA,88,English,,76382,15000
Bride Wars,2009,USA,89,English,PG,58715510,30000000
Bright Star,2009,UK,119,English,PG,4440055,8500000
Brooklyn's Finest,2009,USA,132,English,R,27154426,17000000
Brothers,2009,USA,105,English,R,28501651,26000000
Brothers,2009,USA,105,English,R,28501651,26000000
BrÃ¼no,2009,USA,81,English,R,59992760,42000000
Capitalism: A Love Story,2009,USA,105,English,R,14359793,
Cargo,2009,Switzerland,112,German,,,4500000
Carriers,2009,USA,84,English,PG-13,90820,
Case 39,2009,USA,109,English,R,13248477,27000000
Chain Letter,2009,USA,88,English,R,143000,5000000
ChÃ©ri,2009,UK,100,English,R,2708188,23000000
Chicago Overcoat,2009,USA,94,English,R,,3000000
Chloe,2009,USA,96,English,R,3074838,11000000
Cirque du Freak: The Vampire's Assistant,2009,USA,109,English,PG-13,13838130,40000000
City Island,2009,USA,104,English,PG-13,6670712,6000000
City of Life and Death,2009,China,132,Mandarin,R,119922,12000000
Cloudy with a Chance of Meatballs,2009,USA,90,English,PG,124870275,100000000
Coco Before Chanel,2009,France,111,French,PG-13,6109075,19430000
Coraline,2009,USA,100,English,PG,75280058,60000000
Couples Retreat,2009,USA,113,English,PG-13,109176215,60000000
Crank: High Voltage,2009,USA,96,English,R,13630226,20000000
Crazy Heart,2009,USA,112,English,R,39462438,7000000
Crying with Laughter,2009,UK,93,English,,,
Dance Flick,2009,USA,88,English,PG-13,25615792,25000000
Daybreakers,2009,Australia,98,English,R,29975979,20000000
Dead Like Me: Life After Death,2009,USA,87,English,R,,5000000
Dead Snow,2009,Norway,91,Norwegian,Not Rated,41709,800000
Defendor,2009,Canada,95,English,R,37606,3500000
Did You Hear About the Morgans?,2009,USA,103,English,PG-13,29580087,58000000
District 9,2009,South Africa,112,English,R,115646235,30000000
Dogtooth,2009,Greece,94,Greek,Unrated,110197,
Don McKay,2009,USA,87,English,R,,
Down for Life,2009,USA,92,English,R,,
Down Terrace,2009,UK,93,English,R,9609,
Drag Me to Hell,2009,USA,99,English,PG-13,42057340,30000000
Dragonball: Evolution,2009,USA,100,English,PG,9353573,45000000
Duplicity,2009,USA,125,English,PG-13,40559930,60000000
Enter the Void,2009,France,161,English,Not Rated,336467,13000000
Everybody's Fine,2009,USA,99,English,PG-13,8855646,21000000
Exam,2009,UK,101,English,Not Rated,,
Extract,2009,USA,92,English,R,10814185,8000000
Fame,2009,USA,123,English,PG,22452209,18000000
Fantastic Mr. Fox,2009,USA,87,English,PG,20999103,40000000
Fish Tank,2009,UK,123,English,Not Rated,373060,
Flying By,2009,USA,90,English,PG-13,,
Forget Me Not,2009,USA,103,English,R,,1300000
Four Single Fathers,2009,Italy,100,Italian,,,3000000
Frat Party,2009,USA,90,English,R,,1000000
Funny People,2009,USA,153,English,R,51814190,75000000
G-Force,2009,USA,88,English,PG,119420252,150000000
G.I. Joe: The Rise of Cobra,2009,USA,118,English,PG-13,150167630,175000000
Gamer,2009,USA,95,English,R,20488579,50000000
Gentlemen Broncos,2009,USA,89,English,PG-13,113155,
Get Low,2009,USA,100,English,PG-13,9176553,7500000
Hachi: A Dog's Tale,2009,USA,93,English,G,,16000000
Halloween II,2009,USA,119,English,R,33386128,15000000
Halloween II,2009,USA,119,English,R,33386128,15000000
Hannah Montana: The Movie,2009,USA,102,English,G,79566871,30000000
Harry Brown,2009,UK,97,English,R,1818681,7300000
Harry Potter and the Half-Blood Prince,2009,UK,153,English,PG,301956980,250000000
He's Just Not That Into You,2009,USA,129,English,PG-13,93952276,40000000
Hotel for Dogs,2009,USA,100,English,PG,73023275,35000000
I Am Love,2009,Italy,120,Italian,R,5004648,10000000
I Can Do Bad All by Myself,2009,USA,113,English,PG-13,51697449,13000000
I Come with the Rain,2009,France,114,English,Not Rated,,18000000
I Hope They Serve Beer in Hell,2009,USA,105,English,R,1425993,
I Love You Phillip Morris,2009,France,102,English,R,2035566,13000000
"I Love You, Beth Cooper",2009,Canada,102,English,PG-13,14793904,18000000
"I Love You, Man",2009,USA,105,English,R,71347010,40000000
Ice Age: Dawn of the Dinosaurs,2009,USA,94,English,PG,196573705,90000000
Imagine That,2009,USA,107,English,PG,16088610,55000000
Inglourious Basterds,2009,USA,153,English,R,120523073,75000000
Ink,2009,USA,107,English,,,
Invictus,2009,USA,134,English,PG-13,37479778,60000000
It's Complicated,2009,USA,120,English,R,112703470,85000000
Jennifer's Body,2009,USA,107,English,R,16204793,16000000
Julie & Julia,2009,USA,123,English,PG-13,94125426,40000000
Knowing,2009,USA,121,English,PG-13,79948113,50000000
Land of the Lost,2009,USA,102,English,PG-13,49392095,100000000
Law Abiding Citizen,2009,USA,118,English,R,73343413,50000000
Life During Wartime,2009,USA,98,English,R,278821,
Little Nicholas,2009,France,91,French,,,
Love Happens,2009,USA,109,English,PG-13,22927390,18000000
Madea Goes to Jail,2009,USA,103,English,PG-13,90485233,
Mao's Last Dancer,2009,Australia,117,English,PG,4806750,
Micmacs,2009,France,105,French,R,1260917,27000000
Miss March,2009,USA,90,English,R,4542775,6000000
Monsters vs. Aliens,2009,USA,94,English,PG,198332128,175000000
Moon,2009,UK,97,English,R,5009677,5000000
Mother and Child,2009,USA,125,English,R,1110286,4825000
Motherhood,2009,USA,90,English,PG-13,92900,5000000
My Bloody Valentine,2009,USA,101,English,R,51527787,15000000
My Dog Tulip,2009,USA,83,English,,246574,
My Life in Ruins,2009,USA,98,English,PG-13,8662318,17000000
My Sister's Keeper,2009,USA,109,English,PG-13,49185998,30000000
